EmployeeNumber,Gender,HourlyRate,JobRole,JobSatisfaction,NumCompaniesWorked,OverTime,PercentSalaryHike,new_hike,PerformanceRating,YearsSinceLastPromotion,Q2,Q3,Q4,
1379,Female,90,Sales Representative,4,7,No,14,13,3,0,high-salary representative, ,Not Leader,
1380,Female,67,Sales Executive,3,0,Yes,18,17,3,3,NA, ,Not Leader,
1382,Male,57,Research Scientist,3,1,No,11,10,3,0,NA, ,Not Leader,
1383,Female,98,Healthcare Representative,4,1,No,11,10,3,4,NA, ,Not Leader,
1387,Male,48,Sales Executive,1,1,No,11,10,3,0,NA, ,Not Leader,
1389,Male,98,Manufacturing Director,3,1,Yes,15,14,3,6,NA,Due for promotion,Not Top Leader,
1390,Male,44,Sales Executive,4,3,Yes,12,11,3,1,NA, ,Not Leader,
1391,Male,52,Sales Executive,2,2,No,11,10,3,3,NA, ,Not Leader,
1392,Female,75,Research Scientist,4,3,Yes,14,13,3,3,NA, ,Not Leader,
1394,Male,54,Research Scientist,3,7,Yes,15,14,3,1,NA, ,Not Leader,
1395,Male,61,Sales Executive,4,6,No,13,12,3,1,NA, ,Not Leader,
1396,Male,36,Sales Executive,2,0,Yes,13,12,3,1,NA, ,Not Leader,
1397,Male,71,Healthcare Representative,3,3,No,21,22,4,0,NA, ,Not Leader,
1399,Male,93,Sales Executive,3,2,No,11,10,3,1,NA, ,Not Leader,
1401,Female,59,Manufacturing Director,3,2,Yes,11,10,3,0,NA, ,Not Top Leader,
1402,Female,73,Research Scientist,3,1,Yes,14,13,3,1,NA, ,Not Leader,
1403,Female,98,Sales Executive,4,1,Yes,11,10,3,4,NA, ,Not Leader,
1405,Female,51,Research Scientist,3,1,Yes,13,12,3,7,NA,Due for promotion,Not Leader,
1407,Male,36,Research Scientist,4,0,No,12,11,3,1,NA, ,Not Leader,
1408,Female,31,Manager,1,0,No,14,13,3,0,NA, ,Not Top Leader,
1409,Female,54,Laboratory Technician,1,9,No,13,12,3,0,NA, ,Not Leader,
1411,Female,94,Laboratory Technician,3,4,No,18,17,3,0,NA, ,Not Leader,
1412,Male,60,Manufacturing Director,4,2,No,11,10,3,2,NA, ,Not Top Leader,
1415,Male,81,Laboratory Technician,4,4,No,11,10,3,0,NA, ,Not Leader,
1417,Male,100,Laboratory Technician,1,0,No,12,11,3,0,NA, ,Not Leader,
1419,Male,51,Human Resources,1,1,No,13,12,3,0,NA, ,Not Leader,
1420,Male,97,Laboratory Technician,1,3,No,20,21,4,1,NA, ,Not Leader,
1421,Female,84,Healthcare Representative,4,0,Yes,12,11,3,7,NA,Due for promotion,Not Leader,
1422,Female,54,Research Director,4,6,No,19,18,3,12,NA,Due for promotion,Not Top Leader,
1423,Female,76,Research Director,1,3,Yes,21,22,4,1,NA, ,Top Leader,
1424,Male,81,Research Director,4,2,No,13,12,3,0,NA, ,Not Top Leader,
1425,Female,99,Sales Executive,2,3,Yes,16,15,3,0,NA, ,Not Leader,
1427,Female,50,Sales Representative,3,1,No,12,11,3,0,NA, ,Not Leader,
1428,Female,73,Sales Executive,1,7,No,14,13,3,0,NA, ,Not Leader,
1430,Female,93,Research Director,2,3,No,11,10,3,1,NA, ,Not Top Leader,
1431,Male,91,Research Scientist,1,5,No,14,13,3,1,NA, ,Not Leader,
1433,Female,34,Research Scientist,2,1,No,12,11,3,0,NA, ,Not Leader,
1434,Male,91,Laboratory Technician,1,0,No,14,13,3,1,NA, ,Not Leader,
1435,Male,37,Laboratory Technician,4,1,No,16,15,3,1,NA, ,Not Leader,
1436,Female,98,Sales Executive,1,4,No,13,12,3,0,NA, ,Not Leader,
1438,Male,74,Research Scientist,4,7,No,12,11,3,1,NA, ,Not Leader,
1439,Male,68,Sales Representative,1,3,No,12,11,3,2,NA, ,Not Leader,
1440,Male,84,Laboratory Technician,3,0,No,14,13,3,1,NA, ,Not Leader,
1441,Female,90,Research Scientist,1,2,No,22,23,4,1,NA, ,Not Leader,
1443,Female,82,Research Director,3,3,No,19,18,3,5,NA, ,Not Top Leader,
1445,Female,42,Sales Executive,3,1,Yes,12,11,3,0,NA, ,Not Leader,
1446,Male,97,Sales Executive,4,4,No,12,11,3,0,NA, ,Not Leader,
1447,Female,86,Laboratory Technician,2,5,No,17,16,3,0,NA, ,Not Leader,
1448,Male,90,Research Scientist,3,2,Yes,12,11,3,0,NA, ,Not Leader,
1449,Male,81,Laboratory Technician,3,3,No,11,10,3,0,NA, ,Not Leader,
1453,Male,31,Sales Executive,4,1,No,18,17,3,9,NA,Due for promotion,Not Leader,
1457,Male,52,Sales Executive,4,4,No,11,10,3,4,NA, ,Not Leader,
1458,Female,54,Laboratory Technician,1,2,Yes,23,24,4,0,NA, ,Not Leader,
1459,Female,100,Manufacturing Director,2,1,No,11,10,3,4,NA, ,Not Top Leader,
1460,Male,95,Healthcare Representative,1,2,Yes,18,17,3,0,NA, ,Not Leader,
1461,Female,96,Human Resources,2,9,No,18,17,3,0,NA, ,Not Leader,
1464,Male,94,Laboratory Technician,4,6,Yes,13,12,3,2,NA, ,Not Leader,
1465,Male,55,Manufacturing Director,4,4,Yes,18,17,3,1,NA, ,Not Top Leader,
1466,Male,96,Sales Executive,1,4,No,11,10,3,2,NA, ,Not Leader,
1467,Female,52,Human Resources,3,1,No,15,14,3,2,NA, ,Not Leader,
1468,Male,55,Research Director,2,2,No,11,10,3,4,NA, ,Not Top Leader,
1469,Male,84,Sales Executive,1,0,No,18,17,3,1,NA, ,Not Leader,
1471,Male,90,Laboratory Technician,3,3,No,14,13,3,0,NA, ,Not Leader,
1472,Male,39,Research Director,2,4,No,12,11,3,8,NA,Due for promotion,Not Top Leader,
1473,Male,96,Healthcare Representative,3,2,No,14,13,3,1,NA, ,Not Leader,
1474,Male,68,Research Scientist,3,2,No,14,13,3,1,NA, ,Not Leader,
1475,Male,49,Research Scientist,2,1,No,13,12,3,1,NA, ,Not Leader,
1477,Male,54,Sales Executive,1,0,No,14,13,3,0,NA, ,Not Leader,
1478,Male,81,Sales Executive,1,3,No,18,17,3,3,NA, ,Not Leader,
1479,Male,96,Sales Executive,3,8,No,15,14,3,2,NA, ,Not Leader,
1480,Female,74,Laboratory Technician,4,1,No,13,12,3,5,NA, ,Not Leader,
1481,Female,79,Sales Executive,3,7,No,12,11,3,0,NA, ,Not Leader,
1482,Male,64,Research Scientist,3,1,No,13,12,3,0,NA, ,Not Leader,
1483,Male,93,Research Scientist,3,0,No,24,25,4,2,NA, ,Not Leader,
1484,Male,35,Healthcare Representative,2,3,No,14,13,3,0,NA, ,Not Leader,
1485,Male,71,Research Director,1,7,No,14,13,3,6,NA,Due for promotion,Not Top Leader,
1486,Male,92,Sales Representative,3,3,No,15,14,3,1,high-salary representative, ,Not Leader,
1487,Female,51,Sales Executive,2,5,No,11,10,3,0,NA, ,Not Leader,
1489,Female,40,Sales Executive,2,0,Yes,23,24,4,10,NA,Due for promotion,Not Leader,
1492,Male,76,Sales Representative,3,1,No,13,12,3,0,NA, ,Not Leader,
1494,Male,89,Laboratory Technician,1,2,Yes,11,10,3,0,NA, ,Not Leader,
1495,Female,78,Sales Representative,2,1,No,13,12,3,0,NA, ,Not Leader,
1496,Male,86,Manufacturing Director,3,5,Yes,18,17,3,2,NA, ,Not Top Leader,
1497,Male,77,Sales Executive,3,1,No,14,13,3,0,NA, ,Not Leader,
1499,Male,46,Human Resources,3,0,No,21,22,4,1,NA, ,Not Leader,
1501,Male,30,Healthcare Representative,3,0,Yes,16,15,3,1,NA, ,Not Leader,
1502,Female,82,Laboratory Technician,2,8,No,11,10,3,0,NA, ,Not Leader,
1503,Female,78,Sales Executive,3,3,Yes,17,16,3,1,NA, ,Not Leader,
1504,Male,38,Laboratory Technician,1,7,No,11,10,3,0,NA, ,Not Leader,
1506,Male,72,Research Scientist,3,1,No,14,13,3,0,NA, ,Not Leader,
1507,Male,55,Sales Executive,1,0,No,14,13,3,1,NA, ,Not Leader,
1509,Female,43,Laboratory Technician,1,4,No,25,26,4,1,NA, ,Not Leader,
1513,Female,97,Laboratory Technician,2,0,No,13,12,3,0,NA, ,Not Leader,
1514,Male,96,Manufacturing Director,2,1,No,14,13,3,1,NA, ,Not Top Leader,
1515,Male,69,Healthcare Representative,3,2,Yes,17,16,3,0,NA, ,Not Leader,
1516,Male,64,Manager,4,2,No,25,26,4,0,NA, ,Not Top Leader,
1520,Female,87,Manager,4,3,No,20,21,4,1,NA, ,Not Top Leader,
1522,Male,100,Research Scientist,1,6,No,13,12,3,0,NA, ,Not Leader,
1523,Male,32,Research Director,1,3,No,13,12,3,14,NA,Due for promotion,Not Top Leader,
1525,Female,32,Manufacturing Director,2,4,No,18,17,3,2,NA, ,Not Top Leader,
1527,Female,51,Manager,2,8,No,12,11,3,5,NA, ,Not Top Leader,
1529,Female,91,Healthcare Representative,2,1,No,19,18,3,3,NA, ,Not Leader,
1533,Male,97,Laboratory Technician,3,0,No,14,13,3,1,NA, ,Not Leader,
1534,Male,86,Laboratory Technician,1,3,No,14,13,3,1,NA, ,Not Leader,
1535,Male,64,Sales Executive,3,1,Yes,14,13,3,8,NA,Due for promotion,Not Leader,
1537,Female,33,Research Scientist,3,1,No,12,11,3,7,NA,Due for promotion,Not Leader,
1539,Male,88,Research Director,4,1,Yes,13,12,3,13,NA,Due for promotion,Not Top Leader,
1541,Male,55,Sales Representative,3,0,Yes,25,26,4,5,NA, ,Not Leader,
1542,Male,68,Laboratory Technician,2,4,No,14,13,3,0,NA, ,Not Leader,
1543,Male,47,Research Scientist,4,1,No,17,16,3,3,NA, ,Not Leader,
1544,Female,39,Healthcare Representative,1,3,No,13,12,3,0,NA, ,Not Leader,
1545,Male,44,Manufacturing Director,2,1,No,13,12,3,0,NA, ,Not Top Leader,
1546,Male,97,Research Scientist,4,4,No,20,21,4,0,NA, ,Not Leader,
1547,Male,40,Healthcare Representative,4,2,Yes,14,13,3,13,NA,Due for promotion,Not Leader,
1548,Male,47,Sales Executive,1,0,No,12,11,3,7,NA,Due for promotion,Not Leader,
1549,Male,79,Laboratory Technician,3,1,Yes,12,11,3,5,NA, ,Not Leader,
1550,Male,38,Manager,4,1,Yes,21,22,4,7,NA,Due for promotion,Top Leader,
1551,Male,57,Laboratory Technician,1,0,No,14,13,3,0,NA, ,Not Leader,
1552,Male,72,Healthcare Representative,4,3,Yes,18,17,3,2,NA, ,Not Leader,
1553,Male,66,Healthcare Representative,2,1,No,12,11,3,7,NA,Due for promotion,Not Leader,
1554,Female,98,Sales Representative,3,0,No,23,24,4,4,high-salary representative, ,Not Leader,
1555,Female,67,Research Scientist,2,3,No,12,11,3,2,NA, ,Not Leader,
1556,Male,70,Sales Representative,4,3,Yes,21,22,4,1,NA, ,Not Leader,
1557,Female,96,Sales Executive,3,8,No,14,13,3,7,NA,Due for promotion,Not Leader,
1558,Male,91,Research Scientist,3,6,No,18,17,3,0,NA, ,Not Leader,
1560,Male,46,Sales Executive,1,2,No,13,12,3,2,NA, ,Not Leader,
1562,Male,64,Sales Executive,1,1,No,11,10,3,6,NA,Due for promotion,Not Leader,
1563,Male,71,Human Resources,3,3,No,11,10,3,1,NA, ,Not Leader,
1564,Male,68,Laboratory Technician,1,1,No,19,18,3,1,NA, ,Not Leader,
1568,Male,33,Sales Executive,2,3,No,12,11,3,1,NA, ,Not Leader,
1569,Female,69,Laboratory Technician,1,1,Yes,12,11,3,0,NA, ,Not Leader,
1572,Female,78,Manufacturing Director,4,0,No,16,15,3,1,NA, ,Not Top Leader,
1573,Male,81,Manufacturing Director,2,4,No,11,10,3,1,NA, ,Not Top Leader,
1574,Male,62,Research Scientist,1,4,No,14,13,3,1,NA, ,Not Leader,
1576,Female,65,Research Scientist,1,8,No,12,11,3,7,NA,Due for promotion,Not Leader,
1577,Male,35,Research Scientist,4,1,No,13,12,3,0,NA, ,Not Leader,
1578,Male,60,Manager,4,1,No,21,22,4,2,NA, ,Not Top Leader,
1580,Male,45,Research Scientist,4,9,No,17,16,3,2,NA, ,Not Leader,
1581,Female,89,Research Scientist,4,1,No,21,22,4,0,NA, ,Not Leader,
1582,Male,80,Sales Executive,2,0,No,11,10,3,7,NA,Due for promotion,Not Leader,
1583,Female,90,Sales Executive,2,2,No,12,11,3,1,NA, ,Not Leader,
1585,Female,73,Sales Executive,3,6,No,13,12,3,0,NA, ,Not Leader,
1586,Male,87,Laboratory Technician,1,1,Yes,18,17,3,1,NA, ,Not Leader,
1587,Female,51,Healthcare Representative,3,3,Yes,16,15,3,0,NA, ,Not Leader,
1588,Male,38,Sales Executive,3,2,No,11,10,3,7,NA,Due for promotion,Not Leader,
1590,Male,87,Healthcare Representative,4,1,No,19,18,3,1,NA, ,Not Leader,
1591,Male,59,Manager,3,4,Yes,16,15,3,0,NA, ,Not Top Leader,
1592,Male,45,Research Scientist,3,2,No,16,15,3,2,NA, ,Not Leader,
1594,Male,80,Laboratory Technician,1,3,Yes,13,12,3,0,NA, ,Not Leader,
1595,Male,93,Manager,4,8,No,22,23,4,0,NA, ,Not Top Leader,
1596,Male,46,Laboratory Technician,3,1,No,17,16,3,6,NA,Due for promotion,Not Leader,
1597,Male,92,Healthcare Representative,3,1,No,14,13,3,7,NA,Due for promotion,Not Leader,
1598,Female,84,Sales Executive,1,1,No,15,14,3,1,NA, ,Not Leader,
1599,Male,87,Laboratory Technician,2,5,No,12,11,3,0,NA, ,Not Leader,
1601,Male,63,Laboratory Technician,4,1,No,18,17,3,0,NA, ,Not Leader,
1602,Male,56,Manager,1,1,No,15,14,3,0,NA, ,Not Top Leader,
1604,Male,51,Laboratory Technician,2,1,Yes,17,16,3,0,NA, ,Not Leader,
1605,Female,85,Research Scientist,3,1,Yes,14,13,3,1,NA, ,Not Leader,
1606,Male,41,Healthcare Representative,3,2,Yes,15,14,3,12,NA,Due for promotion,Not Leader,
1607,Female,35,Research Scientist,4,3,No,17,16,3,0,NA, ,Not Leader,
1608,Female,31,Research Director,4,0,Yes,14,13,3,1,NA, ,Not Top Leader,
1609,Male,48,Research Scientist,2,1,No,12,11,3,1,NA, ,Not Leader,
1611,Female,50,Laboratory Technician,1,1,Yes,14,13,3,1,NA, ,Not Leader,
1612,Male,52,Sales Executive,1,1,No,15,14,3,4,NA, ,Not Leader,
1613,Male,54,Sales Executive,1,7,No,13,12,3,0,NA, ,Not Leader,
1614,Female,76,Manufacturing Director,3,9,Yes,12,11,3,1,NA, ,Not Top Leader,
1615,Male,42,Manufacturing Director,4,1,No,13,12,3,7,NA,Due for promotion,Not Top Leader,
1617,Female,84,Laboratory Technician,1,1,No,14,13,3,1,NA, ,Not Leader,
1618,Male,76,Manufacturing Director,1,2,No,13,12,3,7,NA,Due for promotion,Not Top Leader,
1619,Male,67,Laboratory Technician,1,1,No,11,10,3,0,NA, ,Not Leader,
1621,Male,48,Research Scientist,1,1,No,11,10,3,1,NA, ,Not Leader,
1622,Female,39,Manufacturing Director,1,0,No,21,22,4,0,NA, ,Not Top Leader,
1623,Male,97,Research Scientist,4,1,No,18,17,3,2,NA, ,Not Leader,
1624,Female,70,Sales Representative,4,1,Yes,12,11,3,0,NA, ,Not Leader,
1625,Female,98,Manager,3,3,No,11,10,3,1,NA, ,Not Top Leader,
1627,Male,76,Laboratory Technician,3,0,No,15,14,3,0,NA, ,Not Leader,
1628,Female,80,Manufacturing Director,3,1,No,13,12,3,14,NA,Due for promotion,Not Top Leader,
1630,Female,52,Healthcare Representative,3,1,No,12,11,3,2,NA, ,Not Leader,
1631,Male,85,Manufacturing Director,3,3,No,17,16,3,0,NA, ,Not Top Leader,
1633,Female,81,Manufacturing Director,3,0,No,13,12,3,3,NA, ,Not Top Leader,
1635,Female,59,Manufacturing Director,4,1,No,19,18,3,3,NA, ,Not Top Leader,
1638,Female,54,Manufacturing Director,3,3,Yes,19,18,3,0,NA, ,Not Top Leader,
1639,Male,55,Sales Executive,1,9,No,17,16,3,6,NA,Due for promotion,Not Leader,
1640,Female,71,Research Scientist,2,1,No,11,10,3,7,NA,Due for promotion,Not Leader,
1641,Female,84,Manufacturing Director,4,6,Yes,15,14,3,3,NA, ,Not Top Leader,
1642,Male,37,Human Resources,4,4,Yes,11,10,3,0,NA, ,Not Leader,
1644,Male,89,Manager,4,2,No,25,26,4,2,NA, ,Not Top Leader,
1645,Male,59,Sales Executive,4,6,Yes,14,13,3,2,NA, ,Not Leader,
1646,Female,32,Research Scientist,4,1,Yes,13,12,3,1,NA, ,Not Leader,
1647,Female,86,Research Scientist,3,7,No,17,16,3,0,NA, ,Not Leader,
1648,Male,87,Research Scientist,4,2,No,13,12,3,1,NA, ,Not Leader,
1649,Male,73,Laboratory Technician,1,3,Yes,14,13,3,0,NA, ,Not Leader,
1650,Male,42,Sales Executive,3,9,No,11,10,3,1,NA, ,Not Leader,
1651,Female,42,Healthcare Representative,1,4,No,12,11,3,0,NA, ,Not Leader,
1653,Male,77,Manufacturing Director,3,1,No,17,16,3,0,NA, ,Not Top Leader,
1654,Male,66,Manufacturing Director,2,4,No,21,22,4,1,NA, ,Not Top Leader,
1655,Female,72,Research Director,2,3,No,16,15,3,1,NA, ,Not Top Leader,
1656,Female,50,Research Director,1,5,No,15,14,3,1,NA, ,Not Top Leader,
1657,Female,31,Sales Representative,3,1,No,19,18,3,2,NA, ,Not Leader,
1658,Female,66,Research Scientist,2,1,No,12,11,3,7,NA,Due for promotion,Not Leader,
1659,Male,77,Laboratory Technician,2,2,No,11,10,3,1,NA, ,Not Leader,
1661,Female,41,Healthcare Representative,3,2,Yes,19,18,3,2,NA, ,Not Leader,
1662,Female,33,Manufacturing Director,3,0,No,15,14,3,1,NA, ,Not Top Leader,
1664,Male,79,Healthcare Representative,1,6,No,20,21,4,0,NA, ,Not Leader,
1665,Female,91,Manager,3,3,No,25,26,4,4,NA, ,Not Top Leader,
1666,Male,65,Research Director,3,1,No,24,25,4,6,NA,Due for promotion,Not Top Leader,
1667,Male,36,Sales Executive,4,3,Yes,24,25,4,6,NA,Due for promotion,Not Leader,
1668,Male,90,Research Scientist,4,7,No,15,14,3,2,NA, ,Not Leader,
1669,Male,43,Sales Executive,2,1,Yes,13,12,3,0,NA, ,Not Leader,
1670,Male,93,Sales Executive,4,1,No,14,13,3,0,NA, ,Not Leader,
1671,Male,45,Research Scientist,2,0,No,13,12,3,1,NA, ,Not Leader,
1673,Female,67,Sales Executive,4,1,No,11,10,3,0,NA, ,Not Leader,
1674,Female,74,Laboratory Technician,1,4,Yes,16,15,3,2,NA, ,Not Leader,
1675,Female,42,Laboratory Technician,2,1,No,22,23,4,3,NA, ,Not Leader,
1676,Female,47,Manager,2,6,No,14,13,3,1,NA, ,Not Top Leader,
1677,Male,36,Manager,3,4,No,14,13,3,0,NA, ,Not Top Leader,
1678,Male,80,Sales Executive,3,3,Yes,16,15,3,0,NA, ,Not Leader,
1680,Male,54,Sales Representative,1,1,No,11,10,3,0,NA, ,Not Leader,
1681,Female,36,Sales Executive,4,1,Yes,25,26,4,1,NA, ,Not Leader,
1682,Male,80,Healthcare Representative,3,6,No,14,13,3,0,NA, ,Not Leader,
1683,Female,44,Human Resources,4,4,Yes,18,17,3,2,NA, ,Not Leader,
1684,Male,93,Laboratory Technician,3,1,Yes,11,10,3,1,NA, ,Not Leader,
1687,Female,87,Laboratory Technician,3,7,No,19,18,3,0,NA, ,Not Leader,
1689,Male,48,Healthcare Representative,4,3,No,15,14,3,1,NA, ,Not Leader,
1691,Female,95,Sales Representative,3,2,Yes,11,10,3,7,high-salary representative,Due for promotion,Not Leader,
1692,Male,95,Laboratory Technician,2,1,No,12,11,3,0,NA, ,Not Leader,
1693,Male,76,Laboratory Technician,4,1,No,20,21,4,5,NA, ,Not Leader,
1694,Male,94,Research Scientist,2,5,No,12,11,3,1,NA, ,Not Leader,
1696,Male,57,Laboratory Technician,4,1,No,14,13,3,4,NA, ,Not Leader,
1697,Male,92,Healthcare Representative,4,3,No,20,21,4,0,NA, ,Not Leader,
1698,Male,79,Laboratory Technician,2,1,No,18,17,3,2,NA, ,Not Leader,
1700,Male,31,Sales Executive,4,1,No,14,13,3,1,NA, ,Not Leader,
1701,Female,35,Research Scientist,4,1,No,12,11,3,8,NA,Due for promotion,Not Leader,
1702,Male,99,Sales Representative,4,1,Yes,21,22,4,0,high-salary representative, ,Not Leader,
1703,Female,96,Healthcare Representative,4,1,Yes,19,18,3,6,NA,Due for promotion,Not Leader,
1704,Male,79,Research Scientist,4,0,Yes,14,13,3,1,NA, ,Not Leader,
1706,Male,73,Sales Executive,4,1,Yes,17,16,3,8,NA,Due for promotion,Not Leader,
1707,Male,62,Research Scientist,3,1,No,16,15,3,0,NA, ,Not Leader,
1708,Male,35,Sales Executive,3,1,No,12,11,3,8,NA,Due for promotion,Not Leader,
1709,Female,43,Laboratory Technician,3,9,No,17,16,3,1,NA, ,Not Leader,
1710,Female,51,Sales Representative,4,3,No,15,14,3,6,NA,Due for promotion,Not Leader,
1712,Male,74,Healthcare Representative,3,3,No,23,24,4,14,NA,Due for promotion,Not Leader,
1714,Male,58,Human Resources,3,1,No,11,10,3,0,NA, ,Not Leader,
1716,Male,82,Sales Executive,3,7,No,11,10,3,14,NA,Due for promotion,Not Leader,
1718,Male,62,Laboratory Technician,3,1,No,15,14,3,0,NA, ,Not Leader,
1719,Female,48,Research Director,2,1,No,11,10,3,8,NA,Due for promotion,Not Top Leader,
1720,Male,56,Research Scientist,3,6,No,13,12,3,1,NA, ,Not Leader,
1721,Male,69,Laboratory Technician,3,1,No,14,13,3,0,NA, ,Not Leader,
1722,Male,60,Human Resources,2,6,No,19,18,3,1,NA, ,Not Leader,
1724,Female,92,Manufacturing Director,1,2,Yes,16,15,3,0,NA, ,Not Top Leader,
1725,Male,91,Laboratory Technician,1,1,No,13,12,3,1,NA, ,Not Leader,
1727,Male,34,Healthcare Representative,2,6,No,14,13,3,0,NA, ,Not Leader,
1728,Male,49,Manufacturing Director,3,2,No,16,15,3,0,NA, ,Not Top Leader,
1729,Male,33,Research Scientist,4,1,No,12,11,3,0,NA, ,Not Leader,
1731,Male,87,Sales Executive,2,7,No,11,10,3,0,NA, ,Not Leader,
1732,Male,74,Sales Executive,4,4,Yes,12,11,3,0,NA, ,Not Leader,
1733,Male,96,Sales Executive,1,5,Yes,13,12,3,2,NA, ,Not Leader,
1734,Male,34,Sales Executive,2,6,No,15,14,3,0,NA, ,Not Leader,
1735,Female,51,Laboratory Technician,2,1,No,13,12,3,1,NA, ,Not Leader,
1736,Female,30,Manufacturing Director,4,2,No,20,21,4,1,NA, ,Not Top Leader,
1737,Male,77,Laboratory Technician,4,1,Yes,15,14,3,5,NA, ,Not Leader,
1739,Male,80,Sales Executive,3,3,No,13,12,3,0,NA, ,Not Leader,
1740,Male,88,Manager,2,1,No,14,13,3,12,NA,Due for promotion,Not Top Leader,
1744,Female,56,Human Resources,3,4,No,21,22,4,0,NA, ,Not Leader,
1745,Female,78,Research Scientist,1,0,No,16,15,3,0,NA, ,Not Leader,
1746,Male,59,Human Resources,4,0,No,14,13,3,2,NA, ,Not Leader,
1747,Female,66,Human Resources,4,6,No,11,10,3,1,NA, ,Not Leader,
1749,Male,51,Sales Executive,3,1,No,19,18,3,0,NA, ,Not Leader,
1751,Female,67,Research Scientist,4,1,No,11,10,3,1,NA, ,Not Leader,
1752,Female,52,Sales Representative,2,1,No,13,12,3,2,NA, ,Not Leader,
1753,Male,70,Healthcare Representative,3,8,Yes,12,11,3,0,NA, ,Not Leader,
1754,Male,94,Sales Executive,1,2,No,11,10,3,1,NA, ,Not Leader,
1755,Male,97,Research Scientist,4,0,Yes,14,13,3,1,NA, ,Not Leader,
1756,Female,62,Sales Executive,2,8,No,15,14,3,1,NA, ,Not Leader,
1757,Female,80,Sales Executive,4,3,No,12,11,3,0,NA, ,Not Leader,
1758,Female,74,Sales Executive,1,2,Yes,20,21,4,0,NA, ,Not Leader,
1760,Female,75,Laboratory Technician,2,4,No,14,13,3,0,NA, ,Not Leader,
1761,Male,70,Sales Executive,3,2,No,13,12,3,0,NA, ,Not Leader,
1762,Female,91,Research Scientist,1,1,No,13,12,3,0,NA, ,Not Leader,
1763,Male,58,Healthcare Representative,3,3,No,16,15,3,1,NA, ,Not Leader,
1764,Male,65,Research Scientist,2,2,No,14,13,3,0,NA, ,Not Leader,
1766,Male,60,Healthcare Representative,4,3,Yes,16,15,3,1,NA, ,Not Leader,
1767,Male,38,Research Scientist,3,9,Yes,16,15,3,0,NA, ,Not Leader,
1768,Male,57,Laboratory Technician,2,8,No,22,23,4,0,NA, ,Not Leader,
1770,Male,60,Research Director,1,8,No,12,11,3,0,NA, ,Not Top Leader,
1771,Male,90,Research Scientist,2,5,No,15,14,3,1,NA, ,Not Leader,
1772,Male,94,Laboratory Technician,1,1,No,20,21,4,0,NA, ,Not Leader,
1774,Male,87,Sales Executive,3,1,Yes,14,13,3,0,NA, ,Not Leader,
1775,Female,60,Manufacturing Director,3,4,Yes,20,21,4,0,NA, ,Top Leader,
1778,Male,97,Human Resources,4,0,No,13,12,3,1,NA, ,Not Leader,
1779,Female,32,Sales Executive,4,5,No,12,11,3,2,NA, ,Not Leader,
1780,Male,31,Sales Representative,2,1,No,13,12,3,1,NA, ,Not Leader,
1782,Female,40,Laboratory Technician,3,1,No,11,10,3,0,NA, ,Not Leader,
1783,Female,79,Laboratory Technician,1,1,Yes,17,16,3,0,NA, ,Not Leader,
1784,Female,91,Sales Executive,4,1,No,14,13,3,5,NA, ,Not Leader,
1786,Female,53,Manager,3,2,No,11,10,3,2,NA, ,Not Top Leader,
1787,Male,46,Sales Executive,2,1,No,14,13,3,0,NA, ,Not Leader,
1789,Male,46,Research Director,4,7,Yes,17,16,3,2,NA, ,Not Top Leader,
1790,Male,90,Healthcare Representative,1,7,Yes,13,12,3,5,NA, ,Not Leader,
1792,Male,99,Research Scientist,2,1,Yes,12,11,3,2,NA, ,Not Leader,
1794,Male,89,Human Resources,2,2,No,13,12,3,4,NA, ,Not Leader,
1797,Male,84,Sales Executive,4,1,Yes,18,17,3,7,NA,Due for promotion,Not Leader,
1798,Male,90,Research Scientist,1,6,No,19,18,3,7,NA,Due for promotion,Not Leader,
1799,Male,82,Research Scientist,4,1,No,11,10,3,0,NA, ,Not Leader,
1800,Male,65,Research Director,3,7,No,21,22,4,2,NA, ,Not Top Leader,
1801,Male,98,Sales Executive,2,8,No,15,14,3,2,NA, ,Not Leader,
1802,Female,99,Laboratory Technician,1,4,No,17,16,3,0,NA, ,Not Leader,
1803,Male,95,Healthcare Representative,1,5,No,18,17,3,0,NA, ,Not Leader,
1804,Male,90,Manufacturing Director,4,2,No,14,13,3,1,NA, ,Not Top Leader,
1805,Male,100,Human Resources,2,5,No,13,12,3,3,NA, ,Not Leader,
1807,Male,93,Laboratory Technician,1,4,No,17,16,3,0,NA, ,Not Leader,
1809,Male,58,Manufacturing Director,1,1,No,15,14,3,0,NA, ,Not Top Leader,
1812,Male,83,Sales Executive,4,2,No,18,17,3,2,NA, ,Not Leader,
1813,Male,52,Research Scientist,3,4,No,13,12,3,1,NA, ,Not Leader,
1814,Male,85,Healthcare Representative,2,3,No,12,11,3,1,NA, ,Not Leader,
1815,Female,81,Sales Executive,3,0,Yes,13,12,3,13,NA,Due for promotion,Not Leader,
1816,Female,64,Manufacturing Director,3,9,No,14,13,3,0,NA, ,Not Top Leader,
1818,Female,69,Human Resources,2,0,Yes,11,10,3,1,NA, ,Not Leader,
1821,Female,66,Healthcare Representative,2,4,No,22,23,4,3,NA, ,Not Leader,
1822,Female,52,Healthcare Representative,4,4,No,17,16,3,0,NA, ,Not Leader,
1823,Male,92,Sales Executive,3,1,No,21,22,4,4,NA, ,Not Leader,
1824,Male,52,Manager,2,4,No,22,23,4,14,NA,Due for promotion,Not Top Leader,
